B_T,M_muB_per_Yb,M_err_muB_per_Yb,T_sample_K,moment_column,mass_mg,source_file
9.71339,1.53486,0.000331021,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.72004,1.53556,0.000357475,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.7267,1.5352,0.000321497,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.73443,1.53574,0.000342205,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.74179,1.53647,0.000370489,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.74812,1.53636,0.000292982,2.5008,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.75583,1.53661,0.000401203,2.5022,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.76175,1.53694,0.000360597,2.5035,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.76878,1.53735,0.000312639,2.5039,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.77579,1.537,0.000290401,2.5027,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.78313,1.53788,0.000357357,2.5009,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.79014,1.53816,0.000341311,2.4991,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.79716,1.5381,0.000274447,2.4975,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.80416,1.53856,0.000314047,2.4966,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.81115,1.53914,0.000324247,2.4961,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.81815,1.5395,0.000306555,2.4965,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.82518,1.5393,0.000334751,2.4975,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.83253,1.53969,0.000353445,2.4984,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.84058,1.5399,0.000299667,2.4994,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.84693,1.54029,0.000313106,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.85324,1.54067,0.000300182,2.5006,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.86094,1.54062,0.000370597,2.5009,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.86831,1.54101,0.000378774,2.5010,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.87463,1.54064,0.000320788,2.5010,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.88094,1.54165,0.000372525,2.5009,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.88863,1.54174,0.000302519,2.5009,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.89494,1.54195,0.000385683,2.5007,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.90195,1.54236,0.000356251,2.5006,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.90897,1.54283,0.000341301,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.91668,1.54269,0.000295921,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.92335,1.54322,0.000311087,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.93037,1.54325,0.000325462,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.93702,1.54387,0.000277205,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.94403,1.54386,0.000405913,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.9507,1.54364,0.000368289,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.95839,1.54421,0.000326085,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.96537,1.54469,0.000291764,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.97346,1.54504,0.000434466,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.97944,1.54556,0.00036947,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.98782,1.54533,0.000371921,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
9.99526,1.54548,0.000422348,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10,1.54568,0.000293523,2.4996,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10,1.54567,0.000401389,2.4991,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0009,1.54611,0.000375557,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0045,1.54645,0.000354494,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0078,1.54592,0.000319529,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0129,1.54632,0.00037479,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.017,1.54595,0.000296027,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0225,1.5464,0.000394453,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0263,1.54658,0.0003357,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.032,1.54706,0.000302044,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0355,1.54702,0.000393565,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0402,1.54706,0.00035395,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0446,1.54717,0.000294543,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0487,1.54742,0.000370166,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0539,1.54794,0.000367105,2.4997,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0578,1.5476,0.000298917,2.4997,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.063,1.54805,0.000309695,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0669,1.54791,0.0003351,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0715,1.54865,0.00036945,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0762,1.54829,0.000362611,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0815,1.54834,0.000372035,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0853,1.54894,0.000350777,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0897,1.54861,0.000327471,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0942,1.54938,0.000367116,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.0988,1.54928,0.000341132,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1033,1.54928,0.000329091,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1088,1.54977,0.000246943,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1131,1.54962,0.000331549,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.117,1.54947,0.000342878,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1223,1.54978,0.000357626,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1268,1.54973,0.000323026,2.5010,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1312,1.54996,0.000338993,2.5027,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1355,1.54995,0.000316679,2.5040,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1402,1.55017,0.000293484,2.5032,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1443,1.55044,0.000363006,2.5017,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1493,1.55034,0.000323161,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1539,1.55069,0.000360699,2.4982,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1585,1.55148,0.000366128,2.4969,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1626,1.55127,0.000394811,2.4963,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1674,1.55141,0.000337039,2.4963,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1726,1.55165,0.000330815,2.4968,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1769,1.55196,0.000359883,2.4973,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1808,1.55191,0.00032461,2.4982,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1862,1.55209,0.000331276,2.4997,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1901,1.55233,0.000345534,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1946,1.55215,0.000242813,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.1992,1.55214,0.000334197,2.5008,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2038,1.55258,0.000325842,2.5009,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2086,1.55251,0.000334084,2.5009,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2134,1.5523,0.000287237,2.5009,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2178,1.55324,0.000392686,2.5008,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2219,1.55301,0.000345079,2.5008,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2269,1.55285,0.000255616,2.5007,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2309,1.55335,0.000369848,2.5006,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2359,1.55289,0.000367644,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2403,1.55352,0.000395707,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2453,1.55366,0.000333372,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.249,1.55364,0.000313889,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2542,1.5537,0.000351271,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.259,1.55479,0.00037591,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2629,1.55412,0.000320564,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2679,1.55459,0.000400242,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.272,1.55421,0.000338032,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2772,1.55532,0.000406001,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2809,1.55471,0.000294028,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2856,1.5551,0.000305093,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2902,1.55478,0.000296498,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.295,1.5551,0.00029778,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.2991,1.55547,0.000367682,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3039,1.55533,0.000305502,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3087,1.55563,0.000296354,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3137,1.55616,0.000372157,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3175,1.55611,0.000319897,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3236,1.55565,0.00037718,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3268,1.55645,0.000389044,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.331,1.55584,0.000340238,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3364,1.55631,0.000315642,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3401,1.55606,0.000331019,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3451,1.55705,0.000358444,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3494,1.55628,0.000346648,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3542,1.55677,0.000353472,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3585,1.55711,0.000404376,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3633,1.55721,0.000369297,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3674,1.55709,0.000337875,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3722,1.55717,0.000338069,2.4986,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3765,1.55742,0.00034052,2.4970,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.382,1.55756,0.000395878,2.4962,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3861,1.55776,0.000352548,2.4973,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3909,1.55774,0.000400381,2.4984,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.395,1.55827,0.000330885,2.5007,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.3997,1.55758,0.000338601,2.5022,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4047,1.55837,0.000394887,2.5033,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4088,1.55846,0.000284923,2.5036,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4139,1.55823,0.000278305,2.5036,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4182,1.5582,0.000331972,2.5028,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4221,1.55856,0.000338314,2.5019,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4273,1.55891,0.000344029,2.5010,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4314,1.55898,0.000333862,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4362,1.55898,0.000293934,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4403,1.55922,0.00030235,2.4996,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4449,1.55939,0.000316797,2.4993,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4499,1.55948,0.000359397,2.4992,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4544,1.55948,0.00025325,2.4990,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4585,1.55914,0.000324934,2.4990,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4638,1.56,0.00036175,2.4992,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4676,1.55977,0.000356748,2.4996,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4729,1.56045,0.000364642,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.477,1.55985,0.000317358,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4822,1.56037,0.000290256,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4859,1.56068,0.000367901,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4904,1.56047,0.000334602,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.4952,1.56038,0.000357387,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5,1.56103,0.000364068,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5046,1.56066,0.000326398,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5087,1.56103,0.000334283,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5132,1.56126,0.000403317,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5185,1.5616,0.000344702,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.523,1.56137,0.000436203,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5273,1.56126,0.000351321,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5319,1.56159,0.000293247,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.536,1.56202,0.000283979,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5405,1.5618,0.000337904,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5451,1.562,0.000387594,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5501,1.56238,0.00035468,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.554,1.56212,0.000298503,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5588,1.56267,0.000353963,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5643,1.5632,0.00038309,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5681,1.56304,0.000430402,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5722,1.56277,0.000258221,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.577,1.56338,0.000356411,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5822,1.56303,0.00038244,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5866,1.5627,0.000349347,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5907,1.56312,0.000412858,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.5957,1.56328,0.000330941,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6003,1.56357,0.00036598,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.605,1.56357,0.00035101,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6087,1.56371,0.000342489,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6137,1.56382,0.000357711,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.618,1.56377,0.000355328,2.5019,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6223,1.56359,0.000346082,2.5033,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6271,1.56378,0.000317254,2.5039,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6324,1.56405,0.000371852,2.5023,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6365,1.56411,0.00033539,2.5011,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6406,1.56496,0.000365382,2.4995,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6451,1.56444,0.000399295,2.4980,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6503,1.56495,0.000295238,2.4968,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6547,1.56493,0.000371897,2.4966,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6588,1.56498,0.000327119,2.4968,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.664,1.5657,0.000368123,2.4971,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6679,1.56529,0.000372406,2.4980,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6731,1.56506,0.000275586,2.4991,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6777,1.56517,0.000330446,2.4996,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6818,1.56558,0.000372466,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.687,1.56507,0.000348613,2.5007,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6913,1.56591,0.000378149,2.5009,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.6954,1.56567,0.000249486,2.5010,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7007,1.56533,0.000337885,2.5008,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7045,1.56602,0.000399113,2.5008,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.71,1.56677,0.000364128,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7136,1.56609,0.000295402,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7186,1.56636,0.000407396,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.723,1.56625,0.000304693,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7271,1.56604,0.000332175,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7325,1.56654,0.000304294,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7371,1.56654,0.000416759,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7416,1.56689,0.000376061,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7453,1.5667,0.000330445,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7505,1.56641,0.000325399,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7546,1.56743,0.000418627,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7596,1.56758,0.000371636,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7637,1.56757,0.000392004,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7688,1.56755,0.000308734,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7726,1.56826,0.00033826,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7775,1.5671,0.000344923,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7823,1.56787,0.000389633,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7874,1.56783,0.000375974,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7915,1.56818,0.000359927,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.7956,1.56801,0.00030026,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.8008,1.56848,0.000484487,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.8047,1.56835,0.00036895,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.8099,1.56837,0.000376156,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.814,1.56885,0.000488497,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.8191,1.56841,0.000401335,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.8229,1.56827,0.000334966,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.8281,1.56878,0.000399956,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.832,1.56954,0.000432153,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.8372,1.56897,0.000322592,2.4997,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
10.8414,1.56888,0.000356881,2.4998,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
