# Intensity Error [-0.5K,K,0] DeltaE [0,0,L] [H,0,0]
#  shape: 67x80x1x1
3.209074e-04 8.576974e-05 3.370004e-01 3.725000e+00 0.000000e+00 5.000000e-01
3.207350e-04 8.572311e-05 3.370004e-01 3.775000e+00 0.000000e+00 5.000000e-01
5.442939e-04 1.111074e-04 3.370004e-01 3.825000e+00 0.000000e+00 5.000000e-01
4.006423e-04 9.443554e-05 3.370004e-01 3.875000e+00 0.000000e+00 5.000000e-01
5.149718e-04 1.051201e-04 3.370004e-01 3.925000e+00 0.000000e+00 5.000000e-01
5.525037e-04 1.044206e-04 3.370004e-01 3.975000e+00 0.000000e+00 5.000000e-01
3.049947e-01 3.662168e-03 3.570004e-01 2.500000e-02 0.000000e+00 5.000000e-01
1.972921e-01 2.967557e-03 3.570004e-01 7.500000e-02 0.000000e+00 5.000000e-01
6.501987e-02 1.701650e-03 3.570004e-01 1.250000e-01 0.000000e+00 5.000000e-01
3.699838e-02 1.285784e-03 3.570004e-01 1.750000e-01 0.000000e+00 5.000000e-01
2.161046e-02 9.905148e-04 3.570004e-01 2.250000e-01 0.000000e+00 5.000000e-01
1.316279e-02 7.783328e-04 3.570004e-01 2.750000e-01 0.000000e+00 5.000000e-01
7.351559e-03 5.775939e-04 3.570004e-01 3.250000e-01 0.000000e+00 5.000000e-01
7.701939e-03 5.907126e-04 3.570004e-01 3.750000e-01 0.000000e+00 5.000000e-01
6.914512e-03 5.571879e-04 3.570004e-01 4.250000e-01 0.000000e+00 5.000000e-01
5.970953e-03 5.197055e-04 3.570004e-01 4.750000e-01 0.000000e+00 5.000000e-01
7.482402e-03 5.738749e-04 3.570004e-01 5.250000e-01 0.000000e+00 5.000000e-01
6.860336e-03 5.564476e-04 3.570004e-01 5.750000e-01 0.000000e+00 5.000000e-01
6.419290e-03 5.312652e-04 3.570004e-01 6.250000e-01 0.000000e+00 5.000000e-01
5.231308e-03 4.815816e-04 3.570004e-01 6.750000e-01 0.000000e+00 5.000000e-01
5.602120e-03 4.951628e-04 3.570004e-01 7.250000e-01 0.000000e+00 5.000000e-01
3.972960e-03 4.142104e-04 3.570004e-01 7.750000e-01 0.000000e+00 5.000000e-01
4.762710e-03 4.541073e-04 3.570004e-01 8.250000e-01 0.000000e+00 5.000000e-01
4.257247e-03 4.257254e-04 3.570004e-01 8.750000e-01 0.000000e+00 5.000000e-01
3.846799e-03 4.054891e-04 3.570004e-01 9.250000e-01 0.000000e+00 5.000000e-01
3.606629e-03 3.935162e-04 3.570004e-01 9.750000e-01 0.000000e+00 5.000000e-01
4.869116e-03 4.560353e-04 3.570004e-01 1.025000e+00 0.000000e+00 5.000000e-01
3.416407e-03 3.819664e-04 3.570004e-01 1.075000e+00 0.000000e+00 5.000000e-01
2.627470e-03 3.336897e-04 3.570004e-01 1.125000e+00 0.000000e+00 5.000000e-01
2.926123e-03 3.497393e-04 3.570004e-01 1.175000e+00 0.000000e+00 5.000000e-01
2.670920e-03 3.338657e-04 3.570004e-01 1.225000e+00 0.000000e+00 5.000000e-01
1.481573e-03 2.469294e-04 3.570004e-01 1.275000e+00 0.000000e+00 5.000000e-01
1.547515e-03 2.510405e-04 3.570004e-01 1.325000e+00 0.000000e+00 5.000000e-01
2.428720e-03 3.135473e-04 3.570004e-01 1.375000e+00 0.000000e+00 5.000000e-01
1.213583e-03 2.215695e-04 3.570004e-01 1.425000e+00 0.000000e+00 5.000000e-01
9.658690e-04 1.971575e-04 3.570004e-01 1.475000e+00 0.000000e+00 5.000000e-01
7.245386e-04 1.707758e-04 3.570004e-01 1.525000e+00 0.000000e+00 5.000000e-01
8.785166e-04 1.873005e-04 3.570004e-01 1.575000e+00 0.000000e+00 5.000000e-01
5.586330e-04 1.493012e-04 3.570004e-01 1.625000e+00 0.000000e+00 5.000000e-01
7.884338e-04 1.762996e-04 3.570004e-01 1.675000e+00 0.000000e+00 5.000000e-01
3.114075e-04 1.100997e-04 3.570004e-01 1.725000e+00 0.000000e+00 5.000000e-01
5.377289e-04 1.437147e-04 3.570004e-01 1.775000e+00 0.000000e+00 5.000000e-01
9.919134e-04 1.945311e-04 3.570004e-01 1.825000e+00 0.000000e+00 5.000000e-01
9.918264e-04 1.945137e-04 3.570004e-01 1.875000e+00 0.000000e+00 5.000000e-01
1.513404e-03 2.392906e-04 3.570004e-01 1.925000e+00 0.000000e+00 5.000000e-01
8.295793e-04 1.768673e-04 3.570004e-01 1.975000e+00 0.000000e+00 5.000000e-01
1.421117e-03 2.305363e-04 3.570004e-01 2.025000e+00 0.000000e+00 5.000000e-01
1.847026e-03 2.612097e-04 3.570004e-01 2.075000e+00 0.000000e+00 5.000000e-01
1.687872e-03 2.488642e-04 3.570004e-01 2.125000e+00 0.000000e+00 5.000000e-01
5.766135e-04 1.441543e-04 3.570004e-01 2.175000e+00 0.000000e+00 5.000000e-01
1.432063e-04 7.160363e-05 3.570004e-01 2.225000e+00 0.000000e+00 5.000000e-01
4.964741e-04 1.326884e-04 3.570004e-01 2.275000e+00 0.000000e+00 5.000000e-01
1.408990e-04 7.044951e-05 3.570004e-01 2.325000e+00 0.000000e+00 5.000000e-01
4.920498e-04 1.315061e-04 3.570004e-01 2.375000e+00 0.000000e+00 5.000000e-01
6.230861e-04 1.468632e-04 3.570004e-01 2.425000e+00 0.000000e+00 5.000000e-01
4.092935e-04 1.181535e-04 3.570004e-01 2.475000e+00 0.000000e+00 5.000000e-01
2.694978e-04 9.528209e-05 3.570004e-01 2.525000e+00 0.000000e+00 5.000000e-01
2.017071e-04 8.234722e-05 3.570004e-01 2.575000e+00 0.000000e+00 5.000000e-01
6.660603e-04 1.489368e-04 3.570004e-01 2.625000e+00 0.000000e+00 5.000000e-01
3.269854e-04 1.034024e-04 3.570004e-01 2.675000e+00 0.000000e+00 5.000000e-01
3.880632e-04 1.120250e-04 3.570004e-01 2.725000e+00 0.000000e+00 5.000000e-01
1.908860e-04 7.792897e-05 3.570004e-01 2.775000e+00 0.000000e+00 5.000000e-01
3.163692e-04 1.000456e-04 3.570004e-01 2.825000e+00 0.000000e+00 5.000000e-01
6.221474e-05 4.399246e-05 3.570004e-01 2.875000e+00 0.000000e+00 5.000000e-01
2.451969e-04 8.669128e-05 3.570004e-01 2.925000e+00 0.000000e+00 5.000000e-01
1.815947e-04 7.413679e-05 3.570004e-01 2.975000e+00 0.000000e+00 5.000000e-01
1.794485e-04 7.326030e-05 3.570004e-01 3.025000e+00 0.000000e+00 5.000000e-01
1.171100e-04 5.855557e-05 3.570004e-01 3.075000e+00 0.000000e+00 5.000000e-01
3.464230e-04 1.000044e-04 3.570004e-01 3.125000e+00 0.000000e+00 5.000000e-01
3.993929e-04 1.067428e-04 3.570004e-01 3.175000e+00 0.000000e+00 5.000000e-01
1.673794e-04 6.833265e-05 3.570004e-01 3.225000e+00 0.000000e+00 5.000000e-01
2.728496e-04 8.628335e-05 3.570004e-01 3.275000e+00 0.000000e+00 5.000000e-01
1.614010e-04 6.589225e-05 3.570004e-01 3.325000e+00 0.000000e+00 5.000000e-01
2.102056e-04 7.431905e-05 3.570004e-01 3.375000e+00 0.000000e+00 5.000000e-01
3.610992e-04 9.650840e-05 3.570004e-01 3.425000e+00 0.000000e+00 5.000000e-01
1.518936e-04 6.201127e-05 3.570004e-01 3.475000e+00 0.000000e+00 5.000000e-01
4.506256e-04 1.062149e-04 3.570004e-01 3.525000e+00 0.000000e+00 5.000000e-01
2.461812e-04 7.784938e-05 3.570004e-01 3.575000e+00 0.000000e+00 5.000000e-01
4.915536e-05 3.475809e-05 3.570004e-01 3.625000e+00 0.000000e+00 5.000000e-01
2.897174e-04 8.363583e-05 3.570004e-01 3.675000e+00 0.000000e+00 5.000000e-01
4.779780e-04 1.068817e-04 3.570004e-01 3.725000e+00 0.000000e+00 5.000000e-01
2.364496e-04 7.477236e-05 3.570004e-01 3.775000e+00 0.000000e+00 5.000000e-01
5.667865e-04 1.156978e-04 3.570004e-01 3.825000e+00 0.000000e+00 5.000000e-01
6.654464e-04 1.257616e-04 3.570004e-01 3.875000e+00 0.000000e+00 5.000000e-01
2.844845e-04 8.212789e-05 3.570004e-01 3.925000e+00 0.000000e+00 5.000000e-01
7.196891e-04 1.272318e-04 3.570004e-01 3.975000e+00 0.000000e+00 5.000000e-01
3.332430e-01 3.967183e-03 3.770004e-01 2.500000e-02 0.000000e+00 5.000000e-01
2.013424e-01 3.027110e-03 3.770004e-01 7.500000e-02 0.000000e+00 5.000000e-01
6.350300e-02 1.732188e-03 3.770004e-01 1.250000e-01 0.000000e+00 5.000000e-01
3.245487e-02 1.221457e-03 3.770004e-01 1.750000e-01 0.000000e+00 5.000000e-01
2.055291e-02 9.753991e-04 3.770004e-01 2.250000e-01 0.000000e+00 5.000000e-01
1.219049e-02 7.502738e-04 3.770004e-01 2.750000e-01 0.000000e+00 5.000000e-01
9.062475e-03 6.473204e-04 3.770004e-01 3.250000e-01 0.000000e+00 5.000000e-01
7.699553e-03 5.976020e-04 3.770004e-01 3.750000e-01 0.000000e+00 5.000000e-01
7.215477e-03 5.740333e-04 3.770004e-01 4.250000e-01 0.000000e+00 5.000000e-01
6.371504e-03 5.384910e-04 3.770004e-01 4.750000e-01 0.000000e+00 5.000000e-01
8.394571e-03 6.155207e-04 3.770004e-01 5.250000e-01 0.000000e+00 5.000000e-01
6.748724e-03 5.510317e-04 3.770004e-01 5.750000e-01 0.000000e+00 5.000000e-01
5.753256e-03 5.045948e-04 3.770004e-01 6.250000e-01 0.000000e+00 5.000000e-01
6.800655e-03 5.516068e-04 3.770004e-01 6.750000e-01 0.000000e+00 5.000000e-01
6.719953e-03 5.415102e-04 3.770004e-01 7.250000e-01 0.000000e+00 5.000000e-01
7.350611e-03 5.705190e-04 3.770004e-01 7.750000e-01 0.000000e+00 5.000000e-01
4.078674e-03 4.206839e-04 3.770004e-01 8.250000e-01 0.000000e+00 5.000000e-01
4.975783e-03 4.660255e-04 3.770004e-01 8.750000e-01 0.000000e+00 5.000000e-01
3.653509e-03 3.986313e-04 3.770004e-01 9.250000e-01 0.000000e+00 5.000000e-01
3.031453e-03 3.623285e-04 3.770004e-01 9.750000e-01 0.000000e+00 5.000000e-01
3.129884e-03 3.688610e-04 3.770004e-01 1.025000e+00 0.000000e+00 5.000000e-01
3.360820e-03 3.805387e-04 3.770004e-01 1.075000e+00 0.000000e+00 5.000000e-01
2.982799e-03 3.565133e-04 3.770004e-01 1.125000e+00 0.000000e+00 5.000000e-01
2.477215e-03 3.252747e-04 3.770004e-01 1.175000e+00 0.000000e+00 5.000000e-01
1.928626e-03 2.843609e-04 3.770004e-01 1.225000e+00 0.000000e+00 5.000000e-01
1.579017e-03 2.561510e-04 3.770004e-01 1.275000e+00 0.000000e+00 5.000000e-01
2.070966e-03 2.928794e-04 3.770004e-01 1.325000e+00 0.000000e+00 5.000000e-01
1.968554e-03 2.841373e-04 3.770004e-01 1.375000e+00 0.000000e+00 5.000000e-01
9.013724e-04 1.921735e-04 3.770004e-01 1.425000e+00 0.000000e+00 5.000000e-01
1.711044e-03 2.640204e-04 3.770004e-01 1.475000e+00 0.000000e+00 5.000000e-01
1.306252e-03 2.309155e-04 3.770004e-01 1.525000e+00 0.000000e+00 5.000000e-01
6.479491e-04 1.619878e-04 3.770004e-01 1.575000e+00 0.000000e+00 5.000000e-01
4.843378e-04 1.398165e-04 3.770004e-01 1.625000e+00 0.000000e+00 5.000000e-01
1.356771e-03 2.326848e-04 3.770004e-01 1.675000e+00 0.000000e+00 5.000000e-01
4.719958e-04 1.362537e-04 3.770004e-01 1.725000e+00 0.000000e+00 5.000000e-01
1.087990e-03 2.056115e-04 3.770004e-01 1.775000e+00 0.000000e+00 5.000000e-01
1.009869e-03 1.980521e-04 3.770004e-01 1.825000e+00 0.000000e+00 5.000000e-01
1.377836e-03 2.296401e-04 3.770004e-01 1.875000e+00 0.000000e+00 5.000000e-01
1.070630e-03 2.023306e-04 3.770004e-01 1.925000e+00 0.000000e+00 5.000000e-01
1.605213e-03 2.476904e-04 3.770004e-01 1.975000e+00 0.000000e+00 5.000000e-01
2.208472e-03 2.899873e-04 3.770004e-01 2.025000e+00 0.000000e+00 5.000000e-01
1.277556e-03 2.190999e-04 3.770004e-01 2.075000e+00 0.000000e+00 5.000000e-01
1.031145e-03 1.948688e-04 3.770004e-01 2.125000e+00 0.000000e+00 5.000000e-01
5.122203e-04 1.368972e-04 3.770004e-01 2.175000e+00 0.000000e+00 5.000000e-01
2.173120e-04 8.871739e-05 3.770004e-01 2.225000e+00 0.000000e+00 5.000000e-01
3.615181e-04 1.143226e-04 3.770004e-01 2.275000e+00 0.000000e+00 5.000000e-01
4.314266e-04 1.245426e-04 3.770004e-01 2.325000e+00 0.000000e+00 5.000000e-01
4.254805e-04 1.228264e-04 3.770004e-01 2.375000e+00 0.000000e+00 5.000000e-01
4.899404e-04 1.309429e-04 3.770004e-01 2.425000e+00 0.000000e+00 5.000000e-01
4.138353e-04 1.194651e-04 3.770004e-01 2.475000e+00 0.000000e+00 5.000000e-01
2.741088e-04 9.691218e-05 3.770004e-01 2.525000e+00 0.000000e+00 5.000000e-01
3.403088e-04 1.076158e-04 3.770004e-01 2.575000e+00 0.000000e+00 5.000000e-01
3.382689e-04 1.069701e-04 3.770004e-01 2.625000e+00 0.000000e+00 5.000000e-01
4.639451e-04 1.239951e-04 3.770004e-01 2.675000e+00 0.000000e+00 5.000000e-01
1.310063e-04 6.550316e-05 3.770004e-01 2.725000e+00 0.000000e+00 5.000000e-01
4.487283e-04 1.199279e-04 3.770004e-01 2.775000e+00 0.000000e+00 5.000000e-01
7.067038e-04 1.506710e-04 3.770004e-01 2.825000e+00 0.000000e+00 5.000000e-01
4.397519e-04 1.175288e-04 3.770004e-01 2.875000e+00 0.000000e+00 5.000000e-01
4.991368e-04 1.247855e-04 3.770004e-01 2.925000e+00 0.000000e+00 5.000000e-01
1.227289e-04 6.136500e-05 3.770004e-01 2.975000e+00 0.000000e+00 5.000000e-01
6.072919e-04 1.357957e-04 3.770004e-01 3.025000e+00 0.000000e+00 5.000000e-01
2.380321e-04 8.415817e-05 3.770004e-01 3.075000e+00 0.000000e+00 5.000000e-01
3.517385e-04 1.015390e-04 3.770004e-01 3.125000e+00 0.000000e+00 5.000000e-01
4.045229e-04 1.081147e-04 3.770004e-01 3.175000e+00 0.000000e+00 5.000000e-01
3.964118e-04 1.059464e-04 3.770004e-01 3.225000e+00 0.000000e+00 5.000000e-01
2.225586e-04 7.868779e-05 3.770004e-01 3.275000e+00 0.000000e+00 5.000000e-01
4.930340e-04 1.162112e-04 3.770004e-01 3.325000e+00 0.000000e+00 5.000000e-01
2.689146e-04 8.503906e-05 3.770004e-01 3.375000e+00 0.000000e+00 5.000000e-01
2.640872e-04 8.351242e-05 3.770004e-01 3.425000e+00 0.000000e+00 5.000000e-01
3.133214e-04 9.045000e-05 3.770004e-01 3.475000e+00 0.000000e+00 5.000000e-01
4.672214e-04 1.101276e-04 3.770004e-01 3.525000e+00 0.000000e+00 5.000000e-01
2.050342e-04 7.249109e-05 3.770004e-01 3.575000e+00 0.000000e+00 5.000000e-01
2.561491e-04 8.100257e-05 3.770004e-01 3.625000e+00 0.000000e+00 5.000000e-01
3.046576e-04 8.794916e-05 3.770004e-01 3.675000e+00 0.000000e+00 5.000000e-01
4.023438e-04 1.005894e-04 3.770004e-01 3.725000e+00 0.000000e+00 5.000000e-01
4.003594e-04 1.000919e-04 3.770004e-01 3.775000e+00 0.000000e+00 5.000000e-01
4.377519e-04 1.031837e-04 3.770004e-01 3.825000e+00 0.000000e+00 5.000000e-01
2.353305e-04 7.442249e-05 3.770004e-01 3.875000e+00 0.000000e+00 5.000000e-01
5.967514e-04 1.170380e-04 3.770004e-01 3.925000e+00 0.000000e+00 5.000000e-01
6.630666e-04 1.210663e-04 3.770004e-01 3.975000e+00 0.000000e+00 5.000000e-01
3.472167e-01 4.008249e-03 3.970004e-01 2.500000e-02 0.000000e+00 5.000000e-01
1.968508e-01 3.013888e-03 3.970004e-01 7.500000e-02 0.000000e+00 5.000000e-01
6.844200e-02 1.792439e-03 3.970004e-01 1.250000e-01 0.000000e+00 5.000000e-01
3.223824e-02 1.215026e-03 3.970004e-01 1.750000e-01 0.000000e+00 5.000000e-01
1.974305e-02 9.703189e-04 3.970004e-01 2.250000e-01 0.000000e+00 5.000000e-01
1.114728e-02 7.195545e-04 3.970004e-01 2.750000e-01 0.000000e+00 5.000000e-01
7.340998e-03 5.877510e-04 3.970004e-01 3.250000e-01 0.000000e+00 5.000000e-01
7.049975e-03 5.718292e-04 3.970004e-01 3.750000e-01 0.000000e+00 5.000000e-01
7.255588e-03 5.809127e-04 3.970004e-01 4.250000e-01 0.000000e+00 5.000000e-01
6.871658e-03 5.648476e-04 3.970004e-01 4.750000e-01 0.000000e+00 5.000000e-01
5.837450e-03 5.159635e-04 3.970004e-01 5.250000e-01 0.000000e+00 5.000000e-01
7.623162e-03 5.916729e-04 3.970004e-01 5.750000e-01 0.000000e+00 5.000000e-01
5.963398e-03 5.190479e-04 3.970004e-01 6.250000e-01 0.000000e+00 5.000000e-01
5.576531e-03 5.007881e-04 3.970004e-01 6.750000e-01 0.000000e+00 5.000000e-01
7.037898e-03 5.599060e-04 3.970004e-01 7.250000e-01 0.000000e+00 5.000000e-01
5.545864e-03 4.980342e-04 3.970004e-01 7.750000e-01 0.000000e+00 5.000000e-01
5.966025e-03 5.115832e-04 3.970004e-01 8.250000e-01 0.000000e+00 5.000000e-01
5.675772e-03 5.016729e-04 3.970004e-01 8.750000e-01 0.000000e+00 5.000000e-01
4.624614e-03 4.491830e-04 3.970004e-01 9.250000e-01 0.000000e+00 5.000000e-01
4.519152e-03 4.474636e-04 3.970004e-01 9.750000e-01 0.000000e+00 5.000000e-01
4.003230e-03 4.173663e-04 3.970004e-01 1.025000e+00 0.000000e+00 5.000000e-01
2.697603e-03 3.425964e-04 3.970004e-01 1.075000e+00 0.000000e+00 5.000000e-01
3.233553e-03 3.758936e-04 3.970004e-01 1.125000e+00 0.000000e+00 5.000000e-01
2.397571e-03 3.203898e-04 3.970004e-01 1.175000e+00 0.000000e+00 5.000000e-01
1.966374e-03 2.899265e-04 3.970004e-01 1.225000e+00 0.000000e+00 5.000000e-01
2.017522e-03 2.912048e-04 3.970004e-01 1.275000e+00 0.000000e+00 5.000000e-01
1.504873e-03 2.508127e-04 3.970004e-01 1.325000e+00 0.000000e+00 5.000000e-01
1.666489e-03 2.634958e-04 3.970004e-01 1.375000e+00 0.000000e+00 5.000000e-01
1.487557e-03 2.479266e-04 3.970004e-01 1.425000e+00 0.000000e+00 5.000000e-01
1.731000e-03 2.670997e-04 3.970004e-01 1.475000e+00 0.000000e+00 5.000000e-01
8.263476e-04 1.847771e-04 3.970004e-01 1.525000e+00 0.000000e+00 5.000000e-01
6.541009e-04 1.635256e-04 3.970004e-01 1.575000e+00 0.000000e+00 5.000000e-01
9.775935e-04 1.995508e-04 3.970004e-01 1.625000e+00 0.000000e+00 5.000000e-01
8.948556e-04 1.907842e-04 3.970004e-01 1.675000e+00 0.000000e+00 5.000000e-01
6.374808e-04 1.593706e-04 3.970004e-01 1.725000e+00 0.000000e+00 5.000000e-01
1.180384e-03 2.155083e-04 3.970004e-01 1.775000e+00 0.000000e+00 5.000000e-01
5.484278e-04 1.465739e-04 3.970004e-01 1.825000e+00 0.000000e+00 5.000000e-01
1.090002e-03 2.059918e-04 3.970004e-01 1.875000e+00 0.000000e+00 5.000000e-01
1.397848e-03 2.329755e-04 3.970004e-01 1.925000e+00 0.000000e+00 5.000000e-01
1.387630e-03 2.312726e-04 3.970004e-01 1.975000e+00 0.000000e+00 5.000000e-01
1.541860e-03 2.437902e-04 3.970004e-01 2.025000e+00 0.000000e+00 5.000000e-01
1.822524e-03 2.630596e-04 3.970004e-01 2.075000e+00 0.000000e+00 5.000000e-01
8.255197e-04 1.760021e-04 3.970004e-01 2.125000e+00 0.000000e+00 5.000000e-01
7.395143e-04 1.653610e-04 3.970004e-01 2.175000e+00 0.000000e+00 5.000000e-01
9.521131e-04 1.867253e-04 3.970004e-01 2.225000e+00 0.000000e+00 5.000000e-01
2.924365e-04 1.033924e-04 3.970004e-01 2.275000e+00 0.000000e+00 5.000000e-01
1.459642e-04 7.298239e-05 3.970004e-01 2.325000e+00 0.000000e+00 5.000000e-01
2.879768e-04 1.018156e-04 3.970004e-01 2.375000e+00 0.000000e+00 5.000000e-01
2.128908e-04 8.691233e-05 3.970004e-01 2.425000e+00 0.000000e+00 5.000000e-01
2.098416e-04 8.566792e-05 3.970004e-01 2.475000e+00 0.000000e+00 5.000000e-01
2.768269e-04 9.787370e-05 3.970004e-01 2.525000e+00 0.000000e+00 5.000000e-01
2.069351e-04 8.448108e-05 3.970004e-01 2.575000e+00 0.000000e+00 5.000000e-01
1.366614e-04 6.833069e-05 3.970004e-01 2.625000e+00 0.000000e+00 5.000000e-01
6.746060e-05 4.770185e-05 3.970004e-01 2.675000e+00 0.000000e+00 5.000000e-01
6.642003e-04 1.485205e-04 3.970004e-01 2.725000e+00 0.000000e+00 5.000000e-01
3.941073e-04 1.137707e-04 3.970004e-01 2.775000e+00 0.000000e+00 5.000000e-01
1.950273e-04 7.961961e-05 3.970004e-01 2.825000e+00 0.000000e+00 5.000000e-01
2.558940e-04 9.047226e-05 3.970004e-01 2.875000e+00 0.000000e+00 5.000000e-01
2.533367e-04 8.956830e-05 3.970004e-01 2.925000e+00 0.000000e+00 5.000000e-01
1.242884e-04 6.214421e-05 3.970004e-01 2.975000e+00 0.000000e+00 5.000000e-01
3.690453e-04 1.065353e-04 3.970004e-01 3.025000e+00 0.000000e+00 5.000000e-01
1.217398e-04 6.086991e-05 3.970004e-01 3.075000e+00 0.000000e+00 5.000000e-01
5.358998e-04 1.263147e-04 3.970004e-01 3.125000e+00 0.000000e+00 5.000000e-01
3.506317e-04 1.012197e-04 3.970004e-01 3.175000e+00 0.000000e+00 5.000000e-01
2.310011e-04 8.167169e-05 3.970004e-01 3.225000e+00 0.000000e+00 5.000000e-01
5.102970e-04 1.202802e-04 3.970004e-01 3.275000e+00 0.000000e+00 5.000000e-01
2.220514e-04 7.850834e-05 3.970004e-01 3.325000e+00 0.000000e+00 5.000000e-01
2.763081e-04 8.737711e-05 3.970004e-01 3.375000e+00 0.000000e+00 5.000000e-01
4.382107e-04 1.095536e-04 3.970004e-01 3.425000e+00 0.000000e+00 5.000000e-01
3.270643e-04 9.441697e-05 3.970004e-01 3.475000e+00 0.000000e+00 5.000000e-01
4.352586e-04 1.088164e-04 3.970004e-01 3.525000e+00 0.000000e+00 5.000000e-01
2.692861e-04 8.515795e-05 3.970004e-01 3.575000e+00 0.000000e+00 5.000000e-01
2.711123e-04 8.573458e-05 3.970004e-01 3.625000e+00 0.000000e+00 5.000000e-01
2.673444e-04 8.454318e-05 3.970004e-01 3.675000e+00 0.000000e+00 5.000000e-01
6.314277e-04 1.288948e-04 3.970004e-01 3.725000e+00 0.000000e+00 5.000000e-01
2.554053e-04 8.076977e-05 3.970004e-01 3.775000e+00 0.000000e+00 5.000000e-01
2.479653e-04 7.841792e-05 3.970004e-01 3.825000e+00 0.000000e+00 5.000000e-01
3.788659e-04 9.472083e-05 3.970004e-01 3.875000e+00 0.000000e+00 5.000000e-01
5.802710e-04 1.138035e-04 3.970004e-01 3.925000e+00 0.000000e+00 5.000000e-01
3.791122e-04 8.936369e-05 3.970004e-01 3.975000e+00 0.000000e+00 5.000000e-01
3.381277e-01 3.952620e-03 4.170004e-01 2.500000e-02 0.000000e+00 5.000000e-01
2.067109e-01 3.142828e-03 4.170004e-01 7.500000e-02 0.000000e+00 5.000000e-01
6.559782e-02 1.746949e-03 4.170004e-01 1.250000e-01 0.000000e+00 5.000000e-01
3.234820e-02 1.235061e-03 4.170004e-01 1.750000e-01 0.000000e+00 5.000000e-01
2.438495e-02 1.073489e-03 4.170004e-01 2.250000e-01 0.000000e+00 5.000000e-01
1.319419e-02 7.829323e-04 4.170004e-01 2.750000e-01 0.000000e+00 5.000000e-01
7.995865e-03 6.206002e-04 4.170004e-01 3.250000e-01 0.000000e+00 5.000000e-01
7.270076e-03 5.820726e-04 4.170004e-01 3.750000e-01 0.000000e+00 5.000000e-01
9.440889e-03 6.709358e-04 4.170004e-01 4.250000e-01 0.000000e+00 5.000000e-01
6.570745e-03 5.514055e-04 4.170004e-01 4.750000e-01 0.000000e+00 5.000000e-01
7.096445e-03 5.755986e-04 4.170004e-01 5.250000e-01 0.000000e+00 5.000000e-01
6.402141e-03 5.449873e-04 4.170004e-01 5.750000e-01 0.000000e+00 5.000000e-01
5.109821e-03 4.828335e-04 4.170004e-01 6.250000e-01 0.000000e+00 5.000000e-01
6.246442e-03 5.317332e-04 4.170004e-01 6.750000e-01 0.000000e+00 5.000000e-01
4.618713e-03 4.573213e-04 4.170004e-01 7.250000e-01 0.000000e+00 5.000000e-01
5.647366e-03 5.031081e-04 4.170004e-01 7.750000e-01 0.000000e+00 5.000000e-01
4.390347e-03 4.434927e-04 4.170004e-01 8.250000e-01 0.000000e+00 5.000000e-01
4.001769e-03 4.218242e-04 4.170004e-01 8.750000e-01 0.000000e+00 5.000000e-01
4.093702e-03 4.267988e-04 4.170004e-01 9.250000e-01 0.000000e+00 5.000000e-01
3.562007e-03 3.982454e-04 4.170004e-01 9.750000e-01 0.000000e+00 5.000000e-01
3.433637e-03 3.887837e-04 4.170004e-01 1.025000e+00 0.000000e+00 5.000000e-01
3.302691e-03 3.839307e-04 4.170004e-01 1.075000e+00 0.000000e+00 5.000000e-01
3.577159e-03 3.950318e-04 4.170004e-01 1.125000e+00 0.000000e+00 5.000000e-01
2.106833e-03 3.040960e-04 4.170004e-01 1.175000e+00 0.000000e+00 5.000000e-01
2.502457e-03 3.285893e-04 4.170004e-01 1.225000e+00 0.000000e+00 5.000000e-01
2.466679e-03 3.238915e-04 4.170004e-01 1.275000e+00 0.000000e+00 5.000000e-01
2.458675e-03 3.228403e-04 4.170004e-01 1.325000e+00 0.000000e+00 5.000000e-01
1.509184e-03 2.515312e-04 4.170004e-01 1.375000e+00 0.000000e+00 5.000000e-01
2.193711e-03 3.042136e-04 4.170004e-01 1.425000e+00 0.000000e+00 5.000000e-01
1.334011e-03 2.358228e-04 4.170004e-01 1.475000e+00 0.000000e+00 5.000000e-01
8.296275e-04 1.855109e-04 4.170004e-01 1.525000e+00 0.000000e+00 5.000000e-01
9.178190e-04 1.956799e-04 4.170004e-01 1.575000e+00 0.000000e+00 5.000000e-01
9.913832e-04 2.023660e-04 4.170004e-01 1.625000e+00 0.000000e+00 5.000000e-01
8.967648e-04 1.911916e-04 4.170004e-01 1.675000e+00 0.000000e+00 5.000000e-01
8.079898e-04 1.806722e-04 4.170004e-01 1.725000e+00 0.000000e+00 5.000000e-01
7.208181e-04 1.698991e-04 4.170004e-01 1.775000e+00 0.000000e+00 5.000000e-01
7.881044e-04 1.762258e-04 4.170004e-01 1.825000e+00 0.000000e+00 5.000000e-01
1.026704e-03 2.013536e-04 4.170004e-01 1.875000e+00 0.000000e+00 5.000000e-01
1.725491e-03 2.601282e-04 4.170004e-01 1.925000e+00 0.000000e+00 5.000000e-01
1.259668e-03 2.226806e-04 4.170004e-01 1.975000e+00 0.000000e+00 5.000000e-01
1.470597e-03 2.385628e-04 4.170004e-01 2.025000e+00 0.000000e+00 5.000000e-01
1.464359e-03 2.375513e-04 4.170004e-01 2.075000e+00 0.000000e+00 5.000000e-01
1.593825e-03 2.459335e-04 4.170004e-01 2.125000e+00 0.000000e+00 5.000000e-01
3.755077e-04 1.187464e-04 4.170004e-01 2.175000e+00 0.000000e+00 5.000000e-01
