# Intensity Error DeltaE [0,K,0] [0,0,L] [H,0,0]
#  shape: 80x1x1x1
2.419806e-03 4.174579e-05 2.125000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.722009e-03 3.506297e-05 2.175000e+00 0.000000e+00 0.000000e+00 5.000000e-01
9.905998e-04 2.647501e-05 2.225000e+00 0.000000e+00 0.000000e+00 5.000000e-01
7.165143e-04 2.241307e-05 2.275000e+00 0.000000e+00 0.000000e+00 5.000000e-01
5.147870e-04 1.889852e-05 2.325000e+00 0.000000e+00 0.000000e+00 5.000000e-01
5.026981e-04 1.858033e-05 2.375000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.431575e-04 1.735547e-05 2.425000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.614552e-04 1.761853e-05 2.475000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.110903e-04 1.653656e-05 2.525000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.734909e-04 1.567143e-05 2.575000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.582563e-04 1.524849e-05 2.625000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.477531e-04 1.493737e-05 2.675000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.973501e-04 1.585610e-05 2.725000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.494814e-04 1.476840e-05 2.775000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.740163e-04 1.516849e-05 2.825000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.689759e-04 1.496406e-05 2.875000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.991499e-04 1.544370e-05 2.925000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.177261e-04 1.367287e-05 2.975000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.160559e-04 1.355092e-05 3.025000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.964416e-04 1.504889e-05 3.075000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.354427e-04 1.374041e-05 3.125000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.570576e-04 1.404841e-05 3.175000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.223042e-04 1.322447e-05 3.225000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.533509e-04 1.369225e-05 3.275000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.138512e-04 1.463205e-05 3.325000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.954038e-04 1.408590e-05 3.375000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.802321e-04 1.357995e-05 3.425000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.502673e-04 1.277318e-05 3.475000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.684425e-04 1.283556e-05 3.525000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.700425e-04 1.260395e-05 3.575000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.899587e-04 1.270585e-05 3.625000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.261299e-04 1.310119e-05 3.675000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.349972e-04 1.309229e-05 3.725000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.163020e-04 1.269164e-05 3.775000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.728604e-04 1.342883e-05 3.825000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.840049e-04 1.351838e-05 3.875000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.989028e-04 1.368077e-05 3.925000e+00 0.000000e+00 0.000000e+00 5.000000e-01
6.317748e-04 1.538713e-05 3.975000e+00 0.000000e+00 0.000000e+00 5.000000e-01
