# Intensity Error DeltaE [H,0,0] [0,K,0] [0,0,L]
#  shape: 58x1x1x1
7.646139e-04 2.167888e-05 1.725000e+00 3.300000e-01 3.300000e-01 0.000000e+00
6.903128e-04 2.048150e-05 1.775000e+00 3.300000e-01 3.300000e-01 0.000000e+00
5.632864e-04 1.837259e-05 1.825000e+00 3.300000e-01 3.300000e-01 0.000000e+00
5.426034e-04 1.792833e-05 1.875000e+00 3.300000e-01 3.300000e-01 0.000000e+00
5.279948e-04 1.756111e-05 1.925000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.903991e-04 1.684063e-05 1.975000e+00 3.300000e-01 3.300000e-01 0.000000e+00
5.445329e-04 1.768590e-05 2.025000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.922714e-04 1.674772e-05 2.075000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.163505e-04 1.534717e-05 2.125000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.311422e-04 1.555781e-05 2.175000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.566138e-04 1.594597e-05 2.225000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.045140e-04 1.495163e-05 2.275000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.719146e-04 1.609260e-05 2.325000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.621440e-04 1.587054e-05 2.375000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.870751e-04 1.620038e-05 2.425000e+00 3.300000e-01 3.300000e-01 0.000000e+00
4.761854e-04 1.594445e-05 2.475000e+00 3.300000e-01 3.300000e-01 0.000000e+00
5.252298e-04 1.664326e-05 2.525000e+00 3.300000e-01 3.300000e-01 0.000000e+00
5.639954e-04 1.713098e-05 2.575000e+00 3.300000e-01 3.300000e-01 0.000000e+00
5.591605e-04 1.692182e-05 2.625000e+00 3.300000e-01 3.300000e-01 0.000000e+00
6.583474e-04 1.817678e-05 2.675000e+00 3.300000e-01 3.300000e-01 0.000000e+00
6.881440e-04 1.831446e-05 2.725000e+00 3.300000e-01 3.300000e-01 0.000000e+00
8.231384e-04 1.964488e-05 2.775000e+00 3.300000e-01 3.300000e-01 0.000000e+00
9.875800e-04 2.092474e-05 2.825000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.107907e-03 2.135606e-05 2.875000e+00 3.300000e-01 3.300000e-01 0.000000e+00
