# Intensity Error DeltaE [0,K,0] [0,0,L] [H,0,0]
#  shape: 66x1x1x1
1.620262e-04 5.728519e-05 2.825000e+00 1.000000e+00 0.000000e+00 0.000000e+00
3.707374e-04 9.268480e-05 2.875000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.044184e-04 1.288635e-04 2.925000e+00 1.000000e+00 0.000000e+00 0.000000e+00
4.499922e-04 1.202664e-04 2.975000e+00 1.000000e+00 0.000000e+00 0.000000e+00
4.744544e-04 1.369645e-04 3.025000e+00 1.000000e+00 0.000000e+00 0.000000e+00
4.895899e-04 1.548227e-04 3.075000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.279920e-04 9.050401e-05 3.125000e+00 1.000000e+00 0.000000e+00 0.000000e+00
3.515718e-04 1.757871e-04 3.175000e+00 1.000000e+00 0.000000e+00 0.000000e+00
2.570848e-04 1.817864e-04 3.225000e+00 1.000000e+00 0.000000e+00 0.000000e+00
4.139075e-04 2.926768e-04 3.275000e+00 1.000000e+00 0.000000e+00 0.000000e+00
