# Intensity Error DeltaE [H,0,0] [0,K,0] [0,0,L]
#  shape: 58x1x1x1
1.736481e-03 3.083263e-05 2.075000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.744219e-03 3.058677e-05 2.125000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.727310e-03 3.012400e-05 2.175000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.500141e-03 2.774295e-05 2.225000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.395055e-03 2.645938e-05 2.275000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.494303e-03 2.704939e-05 2.325000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.367470e-03 2.555314e-05 2.375000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.195197e-03 2.358610e-05 2.425000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.183711e-03 2.316200e-05 2.475000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.179608e-03 2.280403e-05 2.525000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.063208e-03 2.133359e-05 2.575000e+00 3.300000e-01 3.300000e-01 0.000000e+00
9.936495e-04 2.031778e-05 2.625000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.085789e-03 2.088188e-05 2.675000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.162742e-03 2.120203e-05 2.725000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.088172e-03 2.002983e-05 2.775000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.210427e-03 2.054445e-05 2.825000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.165002e-03 1.948420e-05 2.875000e+00 3.300000e-01 3.300000e-01 0.000000e+00
